Country Group,Country,indicator code,ISO,Subject Descriptor,Units,Scale,notes,2019,2020,2021,2022,FY,latitude,longitude
Emerging Middle East,Pakistan,PCPIPCH,PAK,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",7,11,9,12,2023.0,30.375321,69.345116
Emerging Middle East,Pakistan,LP,PAK,Population,Persons,Millions,Source: National Statistics Office Latest actual data: FY2020/21 Notes: Data refer to fiscal years Primary domestic currency: Pakistan rupee Data last updated: 09/2023,214,218,223,227,2021.0,30.375321,69.345116
Emerging Middle East,Sudan,PCPIPCH,SDN,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",51,163,359,139,2022.0,12.862807,30.217636
Emerging Middle East,Sudan,LP,SDN,Population,Persons,Millions,"Source: United Nations Population Division of Department of Economic and Social Affairs, World Bank, and Central Bureau of Statistics, Sudan . Latest actual data: 2011 Primary domestic currency: Sudanese pound Data last updated: 09/2023",43,44,45,47,2011.0,12.862807,30.217636
Emerging Middle East,Sudan,NGDP,SDN,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2019. Substantial delay occurred in the regular production of national accounts data. National accounts manual used: We don't receive national accounting data since 2019 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1982. Fiscal year and calendar year are the same. Chain-weighted: No Primary domestic currency: Sudanese pound Data last updated: 09/2023,2031,5183,14803,19010,2019.0,12.862807,30.217636
Emerging Middle East,Sudan,NGDPD,SDN,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",34,34,35,34,2019.0,12.862807,30.217636
Emerging Middle East,Sudan,PPPEX,SDN,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",11,28,76,93,2019.0,12.862807,30.217636
Emerging Middle East,Sudan,NID_NGDP,SDN,Total investment,Percent of GDP,,,0,0,0,0,,12.862807,30.217636
Emerging Middle East,Yemen,LP,YEM,Population,Persons,Millions,"Source: United Nations, Department of Economic and Social Affairs, Population Division (2022). World Population Prospects 2022 Latest actual data: 2022 Primary domestic currency: Yemeni rial Data last updated: 09/2023",31,32,33,33,2022.0,15.552727,48.516388
Emerging Middle East,Yemen,PCPIPCH,YEM,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",16,22,31,30,2022.0,15.552727,48.516388
Emerging Middle East,Yemen,NGDP,YEM,"Gross domestic product, current prices",National currency,Billions,"Source: IMF Staff Estimates Latest actual data: 2022 Notes: GDP in current prices in U.S. dollars is calculated by using the market exchange rate since 2015, whereas in prior years, the official exchange rate has been used. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1990 Chain-weighted: No Primary domestic currency: Yemeni rial Data last updated: 09/2023",12606,15023,19946,26240,2022.0,15.552727,48.516388
Emerging Middle East,Yemen,NGDPD,YEM,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",22,20,19,24,2022.0,15.552727,48.516388
Emerging Middle East,Yemen,PPPEX,YEM,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",194,249,319,387,2022.0,15.552727,48.516388
Emerging Middle East,Yemen,NID_NGDP,YEM,Total investment,Percent of GDP,,"Source: IMF Staff Estimates Latest actual data: 2022 Notes: GDP in current prices in U.S. dollars is calculated by using the market exchange rate since 2015, whereas in prior years, the official exchange rate has been used. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1990 Chain-weighted: No Primary domestic currency: Yemeni rial Data last updated: 09/2023",6,6,6,5,2022.0,15.552727,48.516388
Emerging Middle East,Qatar,NGDP,QAT,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Qatar Planning and Statistics Authority(from 2010); Haver and IMF staff estimates (pre-2010). Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Qatari riyal Data last updated: 09/2023,642,526,654,861,2022.0,25.354826,51.183884
Emerging Middle East,Qatar,NGDPD,QAT,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",176,144,180,236,2022.0,25.354826,51.183884
Emerging Middle East,Qatar,PPPEX,QAT,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,3,2022.0,25.354826,51.183884
Emerging Middle East,Qatar,NID_NGDP,QAT,Total investment,Percent of GDP,,,0,0,0,0,,25.354826,51.183884
Emerging Middle East,Qatar,PCPIPCH,QAT,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",-1,-3,2,5,2022.0,25.354826,51.183884
Emerging Middle East,Qatar,LP,QAT,Population,Persons,Millions,Source: National Statistics Office. Qatar Planning and Statistics Authority Latest actual data: 2022 Primary domestic currency: Qatari riyal Data last updated: 09/2023,3,3,3,3,2022.0,25.354826,51.183884
Emerging Middle East,Saudi Arabia,NGDP,SAU,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT) Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Saudi riyal Data last updated: 09/2023",3145,2754,3257,4156,2022.0,23.885942,45.079162
Emerging Middle East,Saudi Arabia,NGDPD,SAU,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",839,734,869,1108,2022.0,23.885942,45.079162
Emerging Middle East,Saudi Arabia,PPPEX,SAU,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,2,2022.0,23.885942,45.079162
Emerging Middle East,Saudi Arabia,NID_NGDP,SAU,Total investment,Percent of GDP,,"Source: National Statistics Office. General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT) Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Saudi riyal Data last updated: 09/2023",28,28,25,27,2022.0,23.885942,45.079162
Emerging Middle East,Saudi Arabia,PCPIPCH,SAU,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",-2,3,3,2,2022.0,23.885942,45.079162
Emerging Middle East,Saudi Arabia,LP,SAU,Population,Persons,Millions,"Source: National Statistics Office. General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT) Latest actual data: 2022 Primary domestic currency: Saudi riyal Data last updated: 09/2023",30,32,31,32,2022.0,23.885942,45.079162
Emerging Middle East,Tajikistan,PCPIPCH,TJK,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",8,9,9,7,2022.0,38.861034,71.276093
Emerging Middle East,Tajikistan,NGDP,TJK,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Tajik somoni Data last updated: 08/2023,79,84,101,116,2022.0,38.861034,71.276093
Emerging Middle East,Tajikistan,NGDPD,TJK,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",8,8,9,10,2022.0,38.861034,71.276093
Emerging Middle East,Tajikistan,PPPEX,TJK,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,2,2022.0,38.861034,71.276093
Emerging Middle East,Tajikistan,NID_NGDP,TJK,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Tajik somoni Data last updated: 08/2023,18,17,17,18,2022.0,38.861034,71.276093
Emerging Middle East,Tajikistan,LP,TJK,Population,Persons,Millions,Source: International Financial Institution Latest actual data: 2014 Primary domestic currency: Tajik somoni Data last updated: 08/2023,9,9,10,10,2014.0,38.861034,71.276093
Emerging Middle East,Syria,NGDP,SYR,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2010 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Syrian pound Data last updated:,0,0,0,0,2010.0,34.802075,38.996815
Emerging Middle East,Syria,NGDPD,SYR,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2010.0,34.802075,38.996815
Emerging Middle East,Syria,PPPEX,SYR,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2010.0,34.802075,38.996815
Emerging Middle East,Syria,NID_NGDP,SYR,Total investment,Percent of GDP,,Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2010 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Syrian pound Data last updated:,0,0,0,0,2010.0,34.802075,38.996815
Emerging Middle East,Syria,PCPIPCH,SYR,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",0,0,0,0,2011.0,34.802075,38.996815
Emerging Middle East,Syria,LP,SYR,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2010 Primary domestic currency: Syrian pound Data last updated:,0,0,0,0,2010.0,34.802075,38.996815
Emerging Middle East,Turkmenistan,NGDP,TKM,"Gross domestic product, current prices",National currency,Billions,"Source: IMF Staff Estimates. Staff estimates, compiled in line with international (System of National Accounts) methodologies, using official estimates and sources, as well as UN and World Bank databases. Staff estimates are revised in line with newly available data, including from official sources. Latest actual data: 2022 Notes: Data prior to 2009 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 2007 Primary domestic currency: New Turkmen manat Data last updated: 09/2023",185,186,225,270,2022.0,38.969719,59.556278
Emerging Middle East,Turkmenistan,NGDPD,TKM,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",53,53,64,77,2022.0,38.969719,59.556278
Emerging Middle East,Turkmenistan,PPPEX,TKM,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,2,2022.0,38.969719,59.556278
Emerging Middle East,Turkmenistan,NID_NGDP,TKM,Total investment,Percent of GDP,,,0,0,0,0,,38.969719,59.556278
Emerging Middle East,Turkmenistan,PCPIPCH,TKM,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5,6,19,11,2022.0,38.969719,59.556278
Emerging Middle East,Turkmenistan,LP,TKM,Population,Persons,Millions,Source: Turkmenistan authorities. Latest actual data: 2004 Notes: Data prior to 2009 cannot be confirmed by national sources at this time. Primary domestic currency: New Turkmen manat Data last updated: 09/2023,6,6,6,6,2004.0,38.969719,59.556278
Emerging Asia,India,LP,IND,Population,Persons,Millions,Source: National Statistics Office Latest actual data: FY2012/13 Primary domestic currency: Indian rupee Data last updated: 09/2023,1383,1396,1408,1417,2013.0,20.593684,78.96288
Emerging Asia,India,NGDP,IND,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: FY2022/23. Latest quarterly data is as of June 2023 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal data are mapped to calendar year as follows: FY(t/t+1) = CY(t). Start/end months of reporting year: April/March Base year: FY2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 - March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with base year 2011/12 Chain-weighted: No Primary domestic currency: Indian rupee Data last updated: 09/2023",201036,198299,234710,272407,2023.0,20.593684,78.96288
Emerging Asia,India,NGDPD,IND,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2836,2672,3150,3390,2023.0,20.593684,78.96288
Emerging Asia,India,PPPEX,IND,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",21,22,23,23,2023.0,20.593684,78.96288
Emerging Asia,India,NID_NGDP,IND,Total investment,Percent of GDP,,"Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: FY2022/23. Latest quarterly data is as of June 2023 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal data are mapped to calendar year as follows: FY(t/t+1) = CY(t). Start/end months of reporting year: April/March Base year: FY2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 - March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with base year 2011/12 Chain-weighted: No Primary domestic currency: Indian rupee Data last updated: 09/2023",30,29,31,31,2023.0,20.593684,78.96288
Emerging Asia,India,PCPIPCH,IND,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5,6,6,7,2023.0,20.593684,78.96288
Emerging Middle East,United Arab Emirates,NGDP,ARE,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: U.A.E. dirham Data last updated: 09/2023,1535,1283,1525,1862,2022.0,23.424076,53.847818
Emerging Middle East,United Arab Emirates,NGDPD,ARE,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",418,349,415,507,2022.0,23.424076,53.847818
Emerging Middle East,United Arab Emirates,PPPEX,ARE,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,2,2022.0,23.424076,53.847818
Emerging Middle East,United Arab Emirates,NID_NGDP,ARE,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: U.A.E. dirham Data last updated: 09/2023,24,23,26,24,2022.0,23.424076,53.847818
Emerging Middle East,United Arab Emirates,PCPIPCH,ARE,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",-2,-2,0,5,2022.0,23.424076,53.847818
Emerging Middle East,United Arab Emirates,LP,ARE,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: U.A.E. dirham Data last updated: 09/2023,10,9,10,10,2021.0,23.424076,53.847818
Emerging Middle East,Uzbekistan,NGDP,UZB,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2022. Latest annual data is 2021. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: No Primary domestic currency: Uzbek som Data last updated: 09/2023,532712,605515,738425,888342,2022.0,41.377491,64.585262
Emerging Middle East,Uzbekistan,NGDPD,UZB,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",60,60,70,80,2022.0,41.377491,64.585262
Emerging Middle East,Uzbekistan,PPPEX,UZB,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2056,2261,2457,2614,2022.0,41.377491,64.585262
Emerging Middle East,Uzbekistan,NID_NGDP,UZB,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022. Latest annual data is 2021. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: No Primary domestic currency: Uzbek som Data last updated: 09/2023,40,38,40,38,2022.0,41.377491,64.585262
Emerging Middle East,Uzbekistan,PCPIPCH,UZB,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",15,13,11,11,2022.0,41.377491,64.585262
Emerging Middle East,Uzbekistan,LP,UZB,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Uzbek som Data last updated: 09/2023,33,34,35,35,2022.0,41.377491,64.585262
Emerging Asia,Bhutan,NGDP,BTN,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No Start/end months of reporting year: July/June Base year: FY1999/2000 Chain-weighted: No Primary domestic currency: Bhutanese ngultrum Data last updated: 09/2023,173,175,180,200,2021.0,27.514162,90.433601
Emerging Asia,Bhutan,NGDPD,BTN,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,3,2021.0,27.514162,90.433601
Emerging Asia,Bhutan,PPPEX,BTN,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",19,20,20,20,2021.0,27.514162,90.433601
Emerging Asia,Bhutan,NID_NGDP,BTN,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No Start/end months of reporting year: July/June Base year: FY1999/2000 Chain-weighted: No Primary domestic currency: Bhutanese ngultrum Data last updated: 09/2023,43,37,27,40,2021.0,27.514162,90.433601
Emerging Asia,Bhutan,PCPIPCH,BTN,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3,3,8,6,2022.0,27.514162,90.433601
Emerging Asia,Bhutan,LP,BTN,Population,Persons,Millions,Source: International Financial Institution. World Development Indicators Latest actual data: FY2020/21 Primary domestic currency: Bhutanese ngultrum Data last updated: 09/2023,1,1,1,1,2021.0,27.514162,90.433601
Emerging Asia,Cambodia,NGDP,KHM,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2000. The GDP deflator data from the authorities do not equal 100 in the base period Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2023,110014,105892,110506,121030,2022.0,12.565679,104.990963
Emerging Asia,Cambodia,NGDPD,KHM,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",27,26,27,29,2022.0,12.565679,104.990963
Emerging Asia,Cambodia,PPPEX,KHM,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1459,1430,1386,1348,2022.0,12.565679,104.990963
Emerging Asia,Cambodia,NID_NGDP,KHM,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2000. The GDP deflator data from the authorities do not equal 100 in the base period Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2023,24,25,24,25,2022.0,12.565679,104.990963
Emerging Asia,Cambodia,PCPIPCH,KHM,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2,3,3,5,2022.0,12.565679,104.990963
Emerging Asia,Cambodia,LP,KHM,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: Cambodian riel Data last updated: 09/2023,16,16,16,16,2021.0,12.565679,104.990963
Emerging Asia,China,NGDP,CHN,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Authorities publish production-based measure; staff estimates expenditure-based measures. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Chinese yuan Data last updated: 09/2023,99071,102563,114528,120502,2022.0,35.86166,104.195397
Emerging Asia,China,NGDPD,CHN,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",14341,14863,17759,17886,2022.0,35.86166,104.195397
Emerging Asia,China,PPPEX,CHN,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",4,4,4,4,2022.0,35.86166,104.195397
Emerging Asia,China,NID_NGDP,CHN,Total investment,Percent of GDP,,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Authorities publish production-based measure; staff estimates expenditure-based measures. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Chinese yuan Data last updated: 09/2023,43,43,43,43,2022.0,35.86166,104.195397
Emerging Asia,China,PCPIPCH,CHN,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3,2,1,2,2022.0,35.86166,104.195397
Emerging Asia,China,LP,CHN,Population,Persons,Millions,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2022 Primary domestic currency: Chinese yuan Data last updated: 09/2023,1410,1412,1413,1412,2022.0,35.86166,104.195397
Emerging Asia,Fiji,NGDP,FJI,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Fiji Islands Bureau of Statistics Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Fijian dollar Data last updated: 09/2023,12,10,9,11,2022.0,-16.578193,179.414413
Emerging Asia,Fiji,NGDPD,FJI,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5,4,4,5,2022.0,-16.578193,179.414413
Emerging Asia,Fiji,PPPEX,FJI,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1,1,1,1,2022.0,-16.578193,179.414413
Emerging Asia,Fiji,NID_NGDP,FJI,Total investment,Percent of GDP,,Source: National Statistics Office. Fiji Islands Bureau of Statistics Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Fijian dollar Data last updated: 09/2023,20,19,20,20,2022.0,-16.578193,179.414413
Emerging Asia,Fiji,PCPIPCH,FJI,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2,-3,0,4,2022.0,-16.578193,179.414413
Emerging Asia,Fiji,LP,FJI,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2020 Primary domestic currency: Fijian dollar Data last updated: 09/2023,1,1,1,1,2020.0,-16.578193,179.414413
Emerging Asia,Indonesia,NGDP,IDN,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Indonesian rupiah Data last updated: 09/2023,15832657,15443353,16976691,19588446,2022.0,-0.789275,113.921327
Emerging Asia,Indonesia,NGDPD,IDN,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1119,1063,1188,1319,2022.0,-0.789275,113.921327
Emerging Asia,Indonesia,PPPEX,IDN,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",4751,4671,4739,4852,2022.0,-0.789275,113.921327
Emerging Asia,Indonesia,NID_NGDP,IDN,Total investment,Percent of GDP,,Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Indonesian rupiah Data last updated: 09/2023,34,32,31,30,2022.0,-0.789275,113.921327
Emerging Asia,Indonesia,PCPIPCH,IDN,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3,2,2,4,2022.0,-0.789275,113.921327
Emerging Asia,Indonesia,LP,IDN,Population,Persons,Millions,Source: BPS (Statistics Indonesia) and staff estimates. Latest actual data: 2022 Primary domestic currency: Indonesian rupiah Data last updated: 09/2023,267,270,272,275,2022.0,-0.789275,113.921327
Emerging Asia,Timor-Leste,NID_NGDP,TLS,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 08/2023,27,17,14,51,2021.0,-8.874217,125.727539
Emerging Asia,Timor-Leste,PCPIPCH,TLS,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",1,0,4,7,2021.0,-8.874217,125.727539
Emerging Asia,Timor-Leste,LP,TLS,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2019 Primary domestic currency: US dollar Data last updated: 08/2023,1,1,1,1,2019.0,-8.874217,125.727539
Emerging Asia,Timor-Leste,NGDP,TLS,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 08/2023,2,2,2,2,2021.0,-8.874217,125.727539
Emerging Asia,Timor-Leste,NGDPD,TLS,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",2,2,4,5,2021.0,-8.874217,125.727539
Emerging Asia,Timor-Leste,PPPEX,TLS,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,1,2021.0,-8.874217,125.727539
Emerging Asia,Malaysia,NGDP,MYS,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2022 Notes: GDP was rebased by the National Statistical Office, new base year is 2015. The official series starts in 2015. Data prior to that is spliced based on the old series. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015. Data prior to 2015 are spliced by the country team. Chain-weighted: No Primary domestic currency: Malaysian ringgit Data last updated: 09/2023",1513,1418,1549,1791,2022.0,4.210484,101.975766
Emerging Asia,Malaysia,NGDPD,MYS,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",365,337,374,407,2022.0,4.210484,101.975766
